relevance,doc_type_ai,doc_type_pages,page_count,doi,plant_host,fungal_taxon,tissue,presence_absence,primary_guild,interaction_notes,biome,country,data_source,source_file,doc_type_ai_clean,paper_id,interaction_id,fungal_taxon_raw,fungal_taxon_resolved,fungal_taxon_status,fungal_taxon_resolution_method,fungal_taxon_confidence,fungal_taxon_accepted_ids,plant_host_raw,plant_host_resolved,plant_host_status,plant_host_resolution_method,plant_host_confidence,plant_host_accepted_ids
Relevant,abstract,abstract,0,10.1093/femsec/fiw142,fraxinus ornus,boeremia exigua,leaf,present,endophytic,inhibited ascospore germination of hymenoscyphus fraxineus; colonization of ash seedlings in a climate chamber,(not provided in text),(not provided in text),abstract-csv,doi_10.1093_femsec_fiw142,Abstract,doi:10.1093/femsec/fiw142,int_197156f7294f5db5,boeremia exigua,boeremia exigua,Resolved,exact_accepted,1.00,5894233,fraxinus ornus,fraxinus ornus,Resolved,exact_accepted,1.00,3172347
Relevant,abstract,abstract,0,10.1093/femsec/fiw142,fraxinus ornus,kretzschmaria deusta,leaf,present,endophytic,inhibited ascospore germination of hymenoscyphus fraxineus; colonization of ash seedlings in a climate chamber,(not provided in text),(not provided in text),abstract-csv,doi_10.1093_femsec_fiw142,Abstract,doi:10.1093/femsec/fiw142,int_815515f92533eff8,kretzschmaria deusta,kretzschmaria deusta,Resolved,exact_accepted,1.00,2577023,fraxinus ornus,fraxinus ornus,Resolved,exact_accepted,1.00,3172347
Relevant,abstract,abstract,0,10.1093/femsec/fiw142,fraxinus ornus,neofabraea alba,leaf,present,endophytic,inhibited ascospore germination of hymenoscyphus fraxineus; colonization of ash seedlings in a climate chamber,(not provided in text),(not provided in text),abstract-csv,doi_10.1093_femsec_fiw142,Abstract,doi:10.1093/femsec/fiw142,int_97b5664250c986c1,neofabraea alba,neofabraea vagabunda,Resolved,synonym_map,0.95,7490263,fraxinus ornus,fraxinus ornus,Resolved,exact_accepted,1.00,3172347
Relevant,full-text,full-text,16,10.3389/fmicb.2024.1360988,fagopyrum tataricum (tartary buckwheat),bipolaris,not specified,present,endophytic,mutualistic; reside within plants and form a mutually beneficial symbiotic relationship; aid in nutrient absorption; promoting host growth; and improving secondary metabolites akin to the host.,not specified,china,full-text,doi_10.3389_fmicb.2024.1360988,Full-Text,doi:10.3389/fmicb.2024.1360988,int_15c11e08f0a8add4,bipolaris,bipolaris,Resolved,exact_accepted,1.00,2617116,fagopyrum tataricum (tartary buckwheat),fagopyrum tataricum,Resolved,exact_accepted,1.00,2889378
Relevant,abstract,abstract,0,10.11646/phytotaxa.640.1.1,berchemia polyphylla var. leioclada,diaporthe berchemiae,not specified,present,endophytic,isolated from berchemia polyphylla var. leioclada in guizhou province; china,not specified,china,abstract-csv,doi_10.11646_phytotaxa.640.1.1,Abstract,doi:10.11646/phytotaxa.640.1.1,int_bcaa694a2ace35c4,diaporthe berchemiae,,Unresolved,no_match,0.00,,berchemia polyphylla var. leioclada,berchemia polyphylla,Resolved,exact_accepted,1.00,8142461
Relevant,abstract,abstract,0,10.3390/molecules28186531,calotropis procera,alternaria alternata,leaves,present,endophytic,with potential anti-inflammatory activity; isolated from leaves,NA,not specified,abstract-csv,doi_10.3390_molecules28186531,Abstract,doi:10.3390/molecules28186531,int_e6b025ffbfd39e95,alternaria alternata,alternaria alternata,Resolved,exact_accepted,1.00,2616163,calotropis procera,calotropis procera,Resolved,exact_accepted,1.00,5414566
Relevant,abstract,abstract,0,10.1007/s10310-011-0292-3,ginkgo biloba l.,phomopsis sp.,twigs,present,endophytic,isolated from current-year twigs,(not provided),(not provided),abstract-csv,doi_10.1007_s10310-011-0292-3,Abstract,doi:10.1007/s10310-011-0292-3,int_f56b8060717c2db4,phomopsis sp.,phomopsis,Resolved,exact_accepted,1.00,2577612,ginkgo biloba l.,ginkgo biloba,Resolved,exact_accepted,1.00,2687885
Relevant,abstract,abstract,0,10.1080/12298093.2024.2440975,dictyopteris pacifica,emericellopsis fuci,(not specified in the text),present,endophytic,isolated from the marine macroalga dictyopteris pacifica; collected from the intertidal zone of yeongdoek; gyeongsangbuk-do in korea,marine,korea,abstract-csv,doi_10.1080_12298093.2024.2440975,Abstract,doi:10.1080/12298093.2024.2440975,int_4d59d950b07a8a19,emericellopsis fuci,,Unresolved,no_match,0.00,,dictyopteris pacifica,,Unresolved,no_match,0.00,
Relevant,abstract,abstract,0,10.1080/12298093.2024.2440975,dictyopteris pacifica,neoarthrinium lithocarpicola,(not specified in the text),present,endophytic,isolated from the marine macroalga dictyopteris pacifica; collected from the intertidal zone of yeongdoek; gyeongsangbuk-do in korea,marine,korea,abstract-csv,doi_10.1080_12298093.2024.2440975,Abstract,doi:10.1080/12298093.2024.2440975,int_28214e1d5cda8c69,neoarthrinium lithocarpicola,neoarthrinium lithocarpicola,Resolved,exact_accepted,1.00,11424669,dictyopteris pacifica,,Unresolved,no_match,0.00,
Relevant,abstract,abstract,0,10.1080/12298093.2024.2440975,dictyopteris pacifica,periconia chimonanthi,(not specified in the text),present,endophytic,isolated from the marine macroalga dictyopteris pacifica; collected from the intertidal zone of yeongdoek; gyeongsangbuk-do in korea,marine,korea,abstract-csv,doi_10.1080_12298093.2024.2440975,Abstract,doi:10.1080/12298093.2024.2440975,int_3bcb57a3221d8fdd,periconia chimonanthi,periconia chimonanthi,Resolved,exact_accepted,1.00,11539411,dictyopteris pacifica,,Unresolved,no_match,0.00,
Relevant,abstract,abstract,0,10.1016/j.apjtm.2015.07.032,trigonella foenum-graecum,aspergillus sp.,seeds,present,endophytic,isolated from seeds,NA,sudan,abstract-csv,doi_10.1016_j.apjtm.2015.07.032,Abstract,doi:10.1016/j.apjtm.2015.07.032,int_17e5e2b296b1b8de,aspergillus sp.,aspergillus,Resolved,exact_accepted,1.00,8884233,trigonella foenum-graecum,trigonella foenum-graecum,Resolved,exact_accepted,1.00,5360475
Relevant,abstract,abstract,0,10.1080/15592324.2020.1744294,vanda cristata,unidentified ii,roots,stems,leaves,present; endophytic; isolated from roots; stems; and leaves. assisted plant growth through nutrient acquisition; synthesis of plant growth regulators; auxin synthesis; phosphate solubilization; ammonia synthesis; and elicitor growth test.,(not provided in text),(not provided in text),abstract-csv,doi_10.1080_15592324.2020.1744294,Abstract,doi:10.1080/15592324.2020.1744294,int_a2e04bc12e7fcee4,unidentified ii,,Unresolved,no_match,0.00,,vanda cristata,vanda cristata,Resolved,exact_accepted,1.00,2783166
Relevant,abstract,abstract,0,10.1080/15592324.2020.1744294,vanda cristata,agaricus bisporous,roots,stems,leaves,present; endophytic; isolated from roots; stems; and leaves. assisted plant growth through nutrient acquisition; synthesis of plant growth regulators; auxin synthesis; phosphate solubilization; ammonia synthesis; and elicitor growth test.,(not provided in text),(not provided in text),abstract-csv,doi_10.1080_15592324.2020.1744294,Abstract,doi:10.1080/15592324.2020.1744294,int_b66669ad4e116344,agaricus bisporous,,Unresolved,no_match,0.00,,vanda cristata,vanda cristata,Resolved,exact_accepted,1.00,2783166
Relevant,abstract,abstract,0,10.1080/15592324.2020.1744294,vanda cristata,mycolepto discus,roots,stems,leaves,present; endophytic; isolated from roots; stems; and leaves. assisted plant growth through nutrient acquisition; synthesis of plant growth regulators; auxin synthesis; phosphate solubilization; ammonia synthesis; and elicitor growth test.,(not provided in text),(not provided in text),abstract-csv,doi_10.1080_15592324.2020.1744294,Abstract,doi:10.1080/15592324.2020.1744294,int_d5761a7e8e5e576c,mycolepto discus,,Unresolved,no_match,0.00,,vanda cristata,vanda cristata,Resolved,exact_accepted,1.00,2783166
Relevant,abstract,abstract,0,10.1016/s1995-7645(14)60242-x,eugenia jambolana lam,chaetornium sp.,(not specified in text),present,endophytic,isolated from eugenia jambolana,(not specified in text),(not specified in text),abstract-csv,doi_10.1016_s1995-7645(14)60242-x,Abstract,doi:10.1016/s1995-7645(14)60242-x,int_e39880b4851d32f2,chaetornium sp.,,Unresolved,no_match,0.00,,eugenia jambolana lam,syzygium cumini,Resolved,synonym_map,0.95,3183840
Relevant,abstract,abstract,0,10.1016/s1995-7645(14)60242-x,eugenia jambolana lam,aspergillus sp.,(not specified in text),present,endophytic,isolated from eugenia jambolana,(not specified in text),(not specified in text),abstract-csv,doi_10.1016_s1995-7645(14)60242-x,Abstract,doi:10.1016/s1995-7645(14)60242-x,int_f580814e9523fbe6,aspergillus sp.,aspergillus,Resolved,exact_accepted,1.00,8884233,eugenia jambolana lam,syzygium cumini,Resolved,synonym_map,0.95,3183840
Relevant,abstract,abstract,0,10.1016/s1995-7645(14)60242-x,eugenia jambolana lam,aspergillus peyronelii,(not specified in text),present,endophytic,isolated from eugenia jambolana,(not specified in text),(not specified in text),abstract-csv,doi_10.1016_s1995-7645(14)60242-x,Abstract,doi:10.1016/s1995-7645(14)60242-x,int_b1862eb95dfe9184,aspergillus peyronelii,aspergillus peyronelii,Resolved,exact_accepted,1.00,5259926,eugenia jambolana lam,syzygium cumini,Resolved,synonym_map,0.95,3183840
Relevant,abstract,abstract,0,10.1016/s1995-7645(14)60242-x,eugenia jambolana lam,aspergillus niger,(not specified in text),present,endophytic,isolated from eugenia jambolana,(not specified in text),(not specified in text),abstract-csv,doi_10.1016_s1995-7645(14)60242-x,Abstract,doi:10.1016/s1995-7645(14)60242-x,int_74bab2c226926517,aspergillus niger,aspergillus niger,Resolved,exact_accepted,1.00,3465658,eugenia jambolana lam,syzygium cumini,Resolved,synonym_map,0.95,3183840
Relevant,full-text,full-text,8,10.1590/1676-0611-bn-2020-1069,multiple endemic cerrado plants,not specified at species level,interior of healthy plant tissues,present,endophytic,isolated from endemic cerrado plants,cerrado (brazilian savanna),brazil,full-text,doi_10.1590_1676-0611-bn-2020-1069,Full-Text,doi:10.1590/1676-0611-bn-2020-1069,int_4eb49851cf4a820a,not specified at species level,,Unresolved,empty,0.00,,multiple endemic cerrado plants,,Unresolved,no_match,0.00,
Relevant,abstract,abstract,0,10.3390/su132112073,huperzia serrata,phyla not specified in text,leaf,present,endophytic,isolated from leaf tissue; not specified in text,hubei province,china,abstract-csv,doi_10.3390_su132112073,Abstract,doi:10.3390/su132112073,int_58366dc29f5965ca,phyla not specified in text,,Unresolved,no_match,0.00,,huperzia serrata,huperzia serrata,Resolved,exact_accepted,1.00,2688470
Relevant,abstract,abstract,0,10.1016/j.funeco.2022.101221,quercus gambelii,3 foliar endophytic fungi,leaf,present,saprotrophic (potential),isolated from leaves of quercus gambelii. potential saprotrophic capacity was determined by comparing growth rate on quercus gambelii leaf litter medium and control medium lacking leaf litter.,(not provided in text),(not provided in text),abstract-csv,doi_10.1016_j.funeco.2022.101221,Abstract,doi:10.1016/j.funeco.2022.101221,int_1fa27688a609d4b2,3 foliar endophytic fungi,,Unresolved,no_match,0.00,,quercus gambelii,quercus gambelii,Resolved,exact_accepted,1.00,2878268
Relevant,abstract,abstract,0,10.1016/j.rhisph.2024.101013,satyrium nepalense d. don.,unclassified_k_fungi,root,present,endophytic,dominated by unclassified_k_fungi; rich in soil nutrients.,[not specified in the text],[not specified in the text],abstract-csv,doi_10.1016_j.rhisph.2024.101013,Abstract,doi:10.1016/j.rhisph.2024.101013,int_8b87da84c79602f0,unclassified_k_fungi,,Unresolved,no_match,0.00,,satyrium nepalense d. don.,satyrium nepalense,Resolved,exact_accepted,1.00,5307445
Relevant,abstract,abstract,0,10.1128/spectrum.01184-24,rheum palmatum,chalara,not specified in text,present,symbiotroph,isolated from rheum palmatum; associated with active ingredients accumulation,not specified in text,not specified in text,abstract-csv,doi_10.1128_spectrum.01184-24,Abstract,doi:10.1128/spectrum.01184-24,int_34b636b8a9cfd76a,chalara,chalara,Resolved,exact_accepted,1.00,2564890,rheum palmatum,rheum palmatum,Resolved,exact_accepted,1.00,2888864
Relevant,abstract,abstract,0,10.3390/jof10030195,polygala crotalarioides,fusarium,leaves,stems,roots,present; endophytic; isolated from plant tissue segments using culture-based methods,not provided,southwest china,abstract-csv,doi_10.3390_jof10030195,Abstract,doi:10.3390/jof10030195,int_45181c88e3abb76f,fusarium,fusarium,Resolved,exact_accepted,1.00,2554026,polygala crotalarioides,polygala crotalarioides,Resolved,exact_accepted,1.00,3191438
Relevant,abstract,abstract,0,10.3390/agronomy12030727,xerophytic plants (multiple),alternaria sp.,root,present,endophytic,isolated from roots of xerophytic plants in extremely arid desert; northwest china,desert,china,abstract-csv,doi_10.3390_agronomy12030727,Abstract,doi:10.3390/agronomy12030727,int_fe986bb31ed8cc6f,alternaria sp.,alternaria,Resolved,exact_accepted,1.00,7388975,xerophytic plants (multiple),,Unresolved,no_match,0.00,
Relevant,full-text,full-text,15,10.4038/jnsfsr.v43i2.7945,oryza sativa l. (rice) - suwandel and kaluheenati varieties,absidia,root,present,endophytic/biocontrol agent,isolated from roots; tested for growth promotion and disease control in rice plants,agricultural field,sri lanka,full-text,doi_10.4038_jnsfsr.v43i2.7945,Full-Text,doi:10.4038/jnsfsr.v43i2.7945,int_86ac3b66e81372b0,absidia,absidia,Resolved,exact_accepted,1.00,2558224,oryza sativa l. (rice) - suwandel and kaluheenati varieties,oryza sativa,Partially_Resolved,exact_accepted; no_match,0.50,2703459
Relevant,full-text,full-text,15,10.4038/jnsfsr.v43i2.7945,oryza sativa l. (rice) - suwandel and kaluheenati varieties,cylindrocladium,root,present,endophytic/biocontrol agent,isolated from roots; tested for growth promotion and disease control in rice plants,agricultural field,sri lanka,full-text,doi_10.4038_jnsfsr.v43i2.7945,Full-Text,doi:10.4038/jnsfsr.v43i2.7945,int_a221d13fc6cba6d2,cylindrocladium,cylindrocladium,Resolved,exact_accepted,1.00,2562835,oryza sativa l. (rice) - suwandel and kaluheenati varieties,oryza sativa,Partially_Resolved,exact_accepted; no_match,0.50,2703459
Relevant,full-text,full-text,15,10.4038/jnsfsr.v43i2.7945,oryza sativa l. (rice) - suwandel and kaluheenati varieties,acremonium,root,present,endophytic/biocontrol agent,isolated from roots; tested for growth promotion and disease control in rice plants,agricultural field,sri lanka,full-text,doi_10.4038_jnsfsr.v43i2.7945,Full-Text,doi:10.4038/jnsfsr.v43i2.7945,int_f86c1e74a8f168b3,acremonium,acremonium,Resolved,exact_accepted,1.00,2560451,oryza sativa l. (rice) - suwandel and kaluheenati varieties,oryza sativa,Partially_Resolved,exact_accepted; no_match,0.50,2703459
Relevant,full-text,full-text,15,10.4038/jnsfsr.v43i2.7945,oryza sativa l. (rice) - suwandel and kaluheenati varieties,penicillium,root,present,endophytic/biocontrol agent,isolated from roots; tested for growth promotion and disease control in rice plants,agricultural field,sri lanka,full-text,doi_10.4038_jnsfsr.v43i2.7945,Full-Text,doi:10.4038/jnsfsr.v43i2.7945,int_09990c92aaeb8d91,penicillium,penicillium,Resolved,exact_accepted,1.00,7635114,oryza sativa l. (rice) - suwandel and kaluheenati varieties,oryza sativa,Partially_Resolved,exact_accepted; no_match,0.50,2703459
Relevant,abstract,abstract,0,10.1002/jobm.200410514,callicarpa tomentosa,curvularia clavata,leaf,present,endophytic,isolated from leaf segments.,western ghats,india,abstract-csv,doi_10.1002_jobm.200410514,Abstract,doi:10.1002/jobm.200410514,int_f6ee3df881a6a517,curvularia clavata,curvularia clavata,Resolved,exact_accepted,1.00,2616422,callicarpa tomentosa,callicarpa tomentosa,Resolved,exact_accepted,1.00,5609141
Relevant,abstract,abstract,0,10.1007/s11240-022-02321-5,tetrastigma hemsleyanum,endophytic fungus strain th15,root,present,endophytic,isolated from root of t. hemsleyanum,(not provided in text),china,abstract-csv,doi_10.1007_s11240-022-02321-5,Abstract,doi:10.1007/s11240-022-02321-5,int_f05b1a5551b6e7f7,endophytic fungus strain th15,,Unresolved,no_match,0.00,,tetrastigma hemsleyanum,tetrastigma hemsleyanum,Resolved,exact_accepted,1.00,5596898
Relevant,abstract,abstract,0,10.1007/s11427-008-0091-z,eucommia ulmoides,alternaria alternata,twigs,leaves,present,endophytic; isolated from tissue fragments of medicinal plants collected in beijing botanical garden,botanical garden,china,abstract-csv,doi_10.1007_s11427-008-0091-z,Abstract,doi:10.1007/s11427-008-0091-z,int_0240537da1cd3ec1,alternaria alternata,alternaria alternata,Resolved,exact_accepted,1.00,2616163,eucommia ulmoides,eucommia ulmoides,Resolved,exact_accepted,1.00,3723584
Relevant,abstract,abstract,0,10.1007/s11427-008-0091-z,eucommia ulmoides,microsphaeropsis conielloides,twigs,leaves,present,endophytic; isolated from tissue fragments of medicinal plants collected in beijing botanical garden,botanical garden,china,abstract-csv,doi_10.1007_s11427-008-0091-z,Abstract,doi:10.1007/s11427-008-0091-z,int_13625d18d95d99c3,microsphaeropsis conielloides,microsphaeropsis conielloides,Resolved,exact_accepted,1.00,5262493,eucommia ulmoides,eucommia ulmoides,Resolved,exact_accepted,1.00,3723584
Relevant,abstract,abstract,0,10.1007/s11427-008-0091-z,unspecified medicinal plant 1-6 (belonging to 4 families),alternaria alternata,twigs,leaves,present,endophytic; isolated from tissue fragments of medicinal plants collected in beijing botanical garden,botanical garden,china,abstract-csv,doi_10.1007_s11427-008-0091-z,Abstract,doi:10.1007/s11427-008-0091-z,int_e931ff9a089158bd,alternaria alternata,alternaria alternata,Resolved,exact_accepted,1.00,2616163,unspecified medicinal plant 1-6 (belonging to 4 families),,Unresolved,no_match,0.00,
